Function,epsilon,Peak_Index,t_value,Peak_Magnitude,M_coh,R_comp,CAS
L_DH^(0.10),0.1,38,2989.0,12.22544945968621,1.0511721587467888,0.0002614486116657112,0.9095642196563652
L_DH^(0.10),0.1,39,8181.0,12.162888185723101,1.8708033374321862,0.00017000762603838244,0.9095642196563652
L_DH^(0.10),0.1,40,2742.0,12.129265433828797,1.570987308514059,0.00019631211637425878,0.9095642196563652
L_DH^(0.10),0.1,41,4464.0,12.126478843795415,2.030925618685581,0.00016172441668907528,0.9095642196563652
L_DH^(0.10),0.1,42,6912.0,12.002390205638683,1.9948560387045569,0.0001652570658410657,0.9095642196563652
L_DH^(0.10),0.1,43,5933.0,11.997195160366257,2.0075949932407107,0.00015879326026350555,0.9095642196563652
L_DH^(0.10),0.1,44,2931.0,11.967998420200031,1.975307810180458,0.00017184571102842568,0.9095642196563652
L_DH^(0.10),0.1,45,1919.0,11.947780359805238,2.116137272189615,0.00016924717874795115,0.9095642196563652
L_DH^(0.10),0.1,46,6431.0,11.915825419416636,2.038495913927764,0.00016726642957876607,0.9095642196563652
L_DH^(0.10),0.1,47,1770.0,11.907524833043267,1.3189505872870348,0.00021045799477380708,0.9095642196563652
L_DH^(0.10),0.1,48,8009.0,11.894623912931081,1.9216307156697368,0.0001722513949167564,0.9095642196563652
L_DH^(0.10),0.1,49,7060.0,11.837778913392732,1.9599584808414616,0.0001452119379334652,0.9095642196563652
