function_class,peak_t,N,D_magnitude,R_comp
L_DH,3338.5410704849523,10000000,7.884247366406596,0.00011718281706871015
L_DH,1556.66555236748,10000,7.64361019890742,0.0044685604874652105
L_DH,1556.66555236748,20000,7.651597245891683,0.0044935085086594325
L_DH,1556.66555236748,50000,7.651353170255813,0.00445366955223865
L_DH,1556.66555236748,100000,7.654191992655952,0.0031335648620769716
L_DH,1556.66555236748,200000,7.651327334895654,0.0013453095863708167
L_DH,1556.66555236748,500000,7.651535439698001,0.0002827544570506386
L_DH,1556.66555236748,1000000,7.650890627960995,0.00043236948552910097
L_DH,1556.66555236748,2000000,7.651881350311926,7.514098647381412e-05
L_DH,1556.66555236748,5000000,7.651776634315573,0.00011054368843361589
L_DH,1556.66555236748,10000000,7.6518921778912175,0.00013683370656700542
L_DH,3696.0076751915203,10000,7.609330523214671,0.003288103685245072
L_DH,3696.0076751915203,20000,7.6186655288785055,0.006347120333651546
L_DH,3696.0076751915203,50000,7.618567621434773,0.004663310462398022
L_DH,3696.0076751915203,100000,7.620717483920604,0.0021395302860723296
L_DH,3696.0076751915203,200000,7.617738999414598,0.001562952387220112
L_DH,3696.0076751915203,500000,7.617898034494656,0.0009301367383780155
L_DH,3696.0076751915203,1000000,7.617488125371709,0.00047973272798559457
L_DH,3696.0076751915203,2000000,7.618489674336771,0.00020403992004871862
L_DH,3696.0076751915203,5000000,7.618399820259891,0.0002138969081728992
L_DH,3696.0076751915203,10000000,7.618438784632523,9.678018192396845e-05
L_DH,1665.815660674829,10000,7.539610255413859,0.004903779330452334
L_DH,1665.815660674829,20000,7.548933308604457,0.00763312896481216
L_DH,1665.815660674829,50000,7.548717619108582,0.002214530159613764
L_DH,1665.815660674829,100000,7.547026310187017,0.002795765190709031
L_DH,1665.815660674829,200000,7.544239318729828,0.001465642575281843
L_DH,1665.815660674829,500000,7.544482908210718,0.0006124295783821487
L_DH,1665.815660674829,1000000,7.545245449963614,0.0007270147117145319
L_DH,1665.815660674829,2000000,7.546053521619522,0.0004271797387326405
L_DH,1665.815660674829,5000000,7.545922545320883,8.02781921101682e-05
L_DH,1665.815660674829,10000000,7.545619043848435,0.00012162743368568209
liouville,4337.264561497195,10000,14.364929988578167,0.05043621597654803
liouville,4337.264561497195,20000,15.896288745014338,0.03399374555044278
liouville,4337.264561497195,50000,16.88305196965226,0.010888266073150894
