bootstrap_sample,xi_estimate
864,-0.013883763940040417
865,-0.21851541620736337
866,-0.13251119387990695
867,0.02796754634054481
868,-0.23796254674292644
869,-0.1307988951454921
870,-0.07915174247522969
871,-0.02824983013774688
872,-0.13028185519478228
873,-0.07047546652803427
874,-0.11775854357361078
875,-0.09407259955241218
876,-0.17385114333836582
877,-0.1746050197308616
878,-0.21737608190865715
879,-0.139381442606447
880,-0.14850891956237677
881,-0.1501182015092304
882,-0.1318710036650408
883,-0.1643406215870044
884,-0.1608446446608606
885,-0.09918853708281192
886,-0.09891886188210318
887,-0.10897614192897073
888,-0.0877912421779431
889,-0.13349852638120657
890,-0.05605319227641678
891,-0.16176028608939508
892,-0.19178394960874745
893,-0.21793908777189036
894,-0.09553319058555897
895,-0.17080856964530372
896,-0.11763256745901207
897,-0.13372039943760688
898,-0.19220920544438713
899,-0.14151448617674822
900,-0.13862822587937304
901,-0.1286156642354998
902,-0.16086375337174288
903,-0.042869808432471734
904,-0.0499061107922858
905,-0.220029392795154
906,-0.10489881949430521
907,-0.11827865187119871
908,-0.10255229605426164
909,-0.19457846836308837
910,-0.15495284518499605
911,-0.05041979376842312
912,-0.20468134014368417
913,-0.22517837656332407
914,-0.10776914172628713
915,-0.1840776656654587
916,-0.13596342427718394
917,-0.1550612634103261
918,-0.14059473263969052
919,-0.18841021403694158
920,-0.2236352644337295
921,-0.11582341834004595
922,-0.1702200073806624
923,-0.12056369094937028
924,-0.03622933402959007
925,-0.08629763537696201
926,-0.08592451433888884
927,-0.14475781332792764
928,-0.11643079362310776
929,-0.12000683352156136
930,-0.17457984479656644
931,-0.19636941639259797
932,-0.187672810359637
933,-0.12990957893574734
934,-0.1356116294868857
935,-0.17131693528064917
936,-0.040904873175252404
937,-0.15610091087735914
938,-0.18486578249090702
939,-0.026605207711851406
940,-0.07293051039973805
941,-0.16426894687345253
942,-0.09139304881773454
943,-0.1073854650989998
944,-0.14877337258197332
945,-0.19095197936654923
946,-0.1459706688259868
947,-0.22346045256225627
948,-0.07564150728400762
949,-0.14393986278081844
950,-0.09606200683908123
951,-0.0782384472758291
952,-0.17126332896312255
953,-0.15719503213125569
954,-0.12841438049653475
955,-0.13513454423416013
956,0.0022570360862188
957,-0.143963748045703
958,-0.25079906218503323
959,-0.1307157279438848
960,-0.04725943316609145
961,-0.08522535020620729
962,-0.24440999882560563
963,-0.15481961680754985
